topic_id,topic,question,Baseline,Proposed
161,furniture for small spaces,do you need any specific tips on decoration,"What specific types of furniture are suitable for small living spaces, such as apartments or compact homes?",What design elements or principles can be incorporated into small space designs to create an aesthetically pleasing and visually appealing atmosphere?
161,furniture for small spaces,do you need information about furniture arrangement,"What specific types of furniture are suitable for small living spaces, such as apartments or compact homes?",What design elements or principles can be incorporated into small space designs to create an aesthetically pleasing and visually appealing atmosphere?
161,furniture for small spaces,,"What specific types of furniture are suitable for small living spaces, such as apartments or compact homes?",What design elements or principles can be incorporated into small space designs to create an aesthetically pleasing and visually appealing atmosphere?
162,dnr,are you referring to the company or the term do not resuscitate,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,are you interested in dnr stock,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,are you interested in the medical term dnr,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,are you referring to the the department of natural resources in maryland,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,do you mean do not resuscitate,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,what specific dnr are you referring to,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,do you mean the department of natural resources,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,do you want to know how much dnr costs,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,do you want to know if dnr is legal where you live,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,do you want to know the legality of dnr,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,would you like to contact a lawyer about a possible dnr,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,would you like to fill an application for a hunting licence,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,would you like to know more about hunting rules,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,would you like to know where you can get cpr certified,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
162,dnr,,What specific type of DNR are you referring to?,What medical conditions or treatments are commonly associated with the use of this medication?
163,arkansas,are you interested in learning about arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,which city in arkansas are you interested in,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,would you like to read about colleges in arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,do you want to go to arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,do you want to know how to get to arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,do you want to know the most famous person from arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,are you looking for arkansas football,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,are you looking for arkansas history,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,are you looking for weather in arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,are you looking for what country arkansas is,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,do you need a map of arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,do you need to know the next arkansas game time,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,do you want information on jobs in arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,do you want to move to arkansas,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
163,arkansas,,What specific region or city in Arkansas are you referring to?,What is the capital city of [country name] located in?
164,hobby stores,are you looking for a radiocontrolled plane,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,what type of hobby are you looking for,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,is this a hobby for an adult,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,is this a hobby for child,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,is this a hobby where anyone can build things,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,is this for a school craft or play,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,why type of hobby  arts and crafts or sports,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,will tihs hobby involve excercise equipment,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,are you looking for a specific hobby store,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,are you looking for coupons,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,are you looking for hobby stores located in maryland,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,are you looking for stores that are currently open,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,do you want stores with physical locations or online stores,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,do you want to know hours of operation,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,what kind of train are you looking for,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,what location do you want to find a hobby store in,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
164,hobby stores,,Which type of hobbies do you have in mind for visiting a hobby store?,What are some of your favorite hobbies or activities that you enjoy doing in your free time?
165,blue throated hummingbird,are you curious about the size,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,would you like information about their breeding,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,would you like to know about the current population numbers of blue throated hummingbirds,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,would you like to know anything specific related to it life style,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,would you like to know where it originates from,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,would you like to know where you can find them,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,would you like to learn about how blue throated hummingbirds eat,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,would you like to learn about how fast blue throated hummingbirds are,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,are you interested in learning about where blue throated hummingbirds live,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,are you looking for any specific photos,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,are you wanting to know its scientific name,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,do you want to find them in mexico or in the us,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,do you want to know if blue throated hummingbirds are nice,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,do you want to know what they look like,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,do you want to learn more about how blue throated hummingbirds mate,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,what similar species are you looking for,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
165,blue throated hummingbird,,What specific features or characteristics of the Blue-throated Hummingbird are you interested in learning more about?,"What are some common physical features that people have, such as height, weight, or eye color?"
166,computer programming,are you interested in a coding bootcamp,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you looking to see how much computer programming lessons cost,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,do you any specific information about computer science degree program,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,do you need any specific information about its job market,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,do you want to know how to do computer programming,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you interested in coding courses online,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you interested in programming courses for children,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you interested in the history of computer programming,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you looking for a job in computer programming,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you looking for computer programming schools near you,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you looking for information on different computer programming languages,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you looking for information on jobs,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,are you looking for nearby coding classes,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
166,computer programming,,What specific type of computer programming are you interested in learning or working with?,"What significant developments or milestones have occurred in the history and evolution of computer programming, such as the introduction of new programming languages or paradigms?"
167,barbados,are you interested in barbados flag,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,would you like the latest news of barbados,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,would you like to find a plane ticket to barbados,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,would you like to know about david thompson,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,would you like to know how far barbados is,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,would you like to know where barbados is,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,are you interested in barbados ecology,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,are you interested in barbados,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,are you interested in facts about barbados,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,are you interested in the history of barbados,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,are you interested in visiting barbados,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,are you looking for a specific website,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,what city in barbados are you interested in learning,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,would you like a map of barbados,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
167,barbados,,"Barbados could be, ""What specific details or information are you looking for regarding Barbados?",What is the capital city of Barbados?
168,lipoma,are you looking for a clinic for lipoma treatment,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you trying to locate the causes for lipoma,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,do you need treatment information for lipoma,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,do you want to know the cost of lipoma removal,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,is your search referring to a condition of the neck,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,would you like to know about lipomas based on any specific demographics,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,would you like to know more about animals that present lipomas,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,would you like to know what causes lipoma tumors,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you looking for lipoma removal,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you looking for nearby medical practices that treat the condition,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you looking for the definition to lipoma,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you referring to a medical condition for your pet,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you referring to lipomassage,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you referring to malignant lipolysis,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you searching for an image for lipoma,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,are you searching for the information in regard to lipoma symptoms,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
168,lipoma,,"A lipoma is a type of fatty tumor, can you provide more details about its location on the body?",What criteria are used to diagnose and classify various mental health disorders?
169,battles in the civil war,are you looking for a confederate victory,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,do you want to know how many people were killed,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,is there a certain state that you are interested in seeing battles for,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,are you looking for a union victory,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,are you looking for a specific battle,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,are you looking for a specific movie,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,are you looking for large battles,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,are you looking for the american civil war,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,do you need a list of civil war battles,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,do you want specific or general details on battles,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,do you want to know a history of all battles in the war,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
169,battles in the civil war,,What specific battles during the Civil War are you looking for more information on?,"What was the total length of time that World War II lasted, from its beginning in 1939 to its end in 1945?"
17,poker tournaments,are you interested in learning how to play poker,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,would you like a schedule of poker tournaments,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,are you looking for the world series of poker,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,do you want to find local tournaments near you,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,do you want to know how poker tournaments are played,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,do you want to know who won the last world series of poker,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,do you want to play in online poker tournaments,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,do you want to watch a tournament online,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,where would you like to find poker tournaments,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,which poker tournament are you interested in knowing more about,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
17,poker tournaments,,Poker tournaments are typically held in what type of venues?,What is the percentage of the prize pool that will be awarded to the first place winner in the competition?
170,scooters,are you interested in scooter laws,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,there are some cool deals available shall i show them,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,will this be for an adult or child,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,would you like to explore more on scooters,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,would you like to purchase one or rent it,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,are you looking for locations that have the scooters,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,are you looking to buy a scooter,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,are you looking to rent a scooter,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,are you trying to build a scooter,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,are you trying to change scooter oil,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,do you have a specific brand name on your mind,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,do you need a retailer near you,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,is this for mobility or fun,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
170,scooters,,What type of scooter are you looking for?,What are the key features and technical specifications of [product/device/technology] that make it stand out in its category?
171,ron howard,are you interested in ron howards life story and career highlights,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,do you want to know how old ron howard is,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,do you want to know more about ron howards directing career,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,what would you like to know about his family,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,would you like to know how many movies ron howard has directed,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,would you want to know about ron howards acting career,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,are you interested in ron howards personal life,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,are you interested in when ron howard was younger or his older work,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,are you looking for a list of movies ron howard directed,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,are you looking for ron howard biographies,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,are you looking for upcoming movies by ron howard,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,are you tring to find movies and tv shows where ron howard was an actor,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,are you trying to compare different ron howard movies,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,are you trying to find films that ron howard directed,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
171,ron howard,,Who is Ron Howard?,What are some notable achievements or significant events in your career that you would consider as career milestones?
172,becoming a paralegal,are you interested in law school,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you want to know the qualifications necessary to become a paralegal,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you want to know the responsibilities of a paralegal,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you want to learn about the law,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you watch lawbased television,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,would you like to become a paralegal,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,would you like to know more about the duties of a paralegal,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,are you looking for a specific web page,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,are you looking for paralegal job opportunities,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,are you looking for specific courses,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you know anything about the law,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you want a list of firms that are currently hiring paralegals,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you want a paralegal internship,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you want to know colleges in your area where you can study to be a paralegal,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,do you want to know the average annual salary for paralegals,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
172,becoming a paralegal,,"What specific steps are involved in pursuing a career as a paralegal, such as obtaining education or gaining experience?","What factors influence job availability, competition for positions, and average salaries in various industries?"
173,hip fractures,are you interested in any specific statistics for fractures,"hip fractures could be, ""Can you provide more details on what specifically you would like to know or understand about hip fractures?",What are the common symptoms associated with [illness or condition] that led to its diagnosis?
173,hip fractures,do you want to know where to get treatment for a hip fracture,"hip fractures could be, ""Can you provide more details on what specifically you would like to know or understand about hip fractures?",What are the common symptoms associated with [illness or condition] that led to its diagnosis?
173,hip fractures,were you looking for the causes of hip fractures,"hip fractures could be, ""Can you provide more details on what specifically you would like to know or understand about hip fractures?",What are the common symptoms associated with [illness or condition] that led to its diagnosis?
173,hip fractures,which age group is of more interest to you,"hip fractures could be, ""Can you provide more details on what specifically you would like to know or understand about hip fractures?",What are the common symptoms associated with [illness or condition] that led to its diagnosis?
